Longitude,Latitude,Depth,Salinity,Temperature,DO,Sigma,pH,DIC,TALK,Omega_Ar
-121.85,36.79,3.37,33.82,13.52,285.09,25.37,7.8805,2053.74,2264.2,2.319022601
-121.82,36.81,31.87,33.92,10.54,126.77,26.01,7.5088,2192.27,2258.3,1.032197964
-121.82,36.81,19.68,33.89,10.82,138.39,25.95,7.5211,2188.76,2255.3,1.039924391
-121.82,36.81,14.89,33.89,10.87,140.57,25.94,7.5281,2186.33,2253,1.04153432
-121.82,36.81,9.86,33.86,11.15,155.07,25.87,7.5459,2176.25,2250.9,1.102873064
-121.82,36.81,4.89,33.84,14.8,277.5,25.14,7.7373,2114.01,2257.4,1.708259294
-121.82,36.81,3.25,33.84,14.9,278.87,25.1,7.8893,2049.85,2257.8,2.311059482
-121.87,36.78,134.11,33.96,9.86,103.46,26.17,7.466,2208.81,2256.5,0.883253821
-121.87,36.78,119.36,33.95,9.99,108.18,26.13,7.4704,2205.21,2254.5,0.896449428
-121.87,36.78,99.94,33.94,10.05,109.98,26.12,7.4731,2203.89,2255.3,0.914523581
-121.87,36.78,79.39,33.93,10.19,114.38,26.08,7.4733,2202.55,2253.2,0.913701122
-121.87,36.78,60.17,33.9,10.48,130.74,26.01,7.507,2189.43,2251.1,0.993830682
-121.87,36.78,39.83,33.85,10.89,153.3,25.9,7.5408,2178.74,2249.3,1.064397768
-121.87,36.78,30.26,33.84,10.91,160.62,25.89,7.5576,2170.02,2247.9,1.120562127
-121.87,36.78,20.41,33.83,11.07,168.16,25.85,7.5726,2164.82,2247.1,1.157289602
-121.87,36.78,10.29,33.83,12.73,248.1,25.54,7.7202,2118.36,2256.6,1.642010714
-121.87,36.78,5.51,33.83,13.36,268.23,25.41,7.848,2070.51,2258.4,2.100712726
-121.87,36.78,3.19,33.83,13.42,270.57,25.4,7.8573,2065.72,2262.7,2.189197621
-121.97,36.74,110.93,33.92,10.04,109.26,26.1,7.4934,2196.23,2249.9,0.926741906
-121.97,36.74,99.7,33.91,10.11,111.69,26.09,7.4963,2192.54,2251.5,0.965187419
-121.97,36.74,79.83,33.9,10.26,117.86,26.05,7.5079,2190.64,2248.8,0.96409748
-121.97,36.74,60.12,33.89,10.35,120.42,26.01,7.5145,2186.46,2247.6,0.988729517
-121.97,36.74,50.08,33.88,10.55,129.88,25.98,7.5235,2183.31,2247.1,1.01067288
-121.97,36.74,40,33.85,10.99,159.1,25.88,7.5505,2173.57,2248,1.093278568
-121.97,36.74,30.65,33.85,11.25,165.7,25.84,7.5794,2168.39,2249.4,1.147359462
-121.97,36.74,20.01,33.85,11.6,182.08,25.77,7.5584,2155.69,2251.4,1.267376005
-121.97,36.74,15.08,33.85,11.94,195.64,25.71,7.6348,2144.65,2252.8,1.3728973
-121.97,36.74,10.34,33.83,13.87,267.95,25.31,7.7147,2121.09,2255.8,1.623609083
-121.97,36.74,5.15,33.83,14.14,278.34,25.26,7.8388,2073.23,2262.4,2.125132738
-121.97,36.74,3.05,33.84,14.16,277.66,25.25,7.879,2057.49,2262.3,2.272972943
-121.29,35.63,77.65,33.81,10.79,132.29,25.89,7.5537,2167.42,2240.6,1.072714129
-121.29,35.63,59.21,33.76,11.38,151.2,25.73,7.5965,2151.25,2239.5,1.195051728
-121.29,35.63,49.88,33.73,11.68,163.31,25.67,7.6283,2140.28,2237.9,1.273560282
-121.29,35.63,39.82,33.72,11.89,170.32,25.62,7.6445,2133.52,2237.1,1.325762123
-121.29,35.63,30.06,33.7,12.77,206.95,25.43,7.7399,2100.43,2239.1,1.635915536
-121.29,35.63,19.7,33.68,13.68,237.75,25.22,7.8066,2074.7,2241.9,1.907575091
-121.29,35.63,14.9,33.67,13.71,237.7,25.23,7.8183,2070.55,2244.1,1.969229276
-121.29,35.63,9.94,33.68,13.82,240.35,25.19,7.8237,2067.34,2244.6,2.006661709
-121.29,35.63,3.43,33.67,13.97,246.49,25.16,7.8351,2065.67,2242.3,2.004544768
-121.61,35.48,981.33,34.44,4.16,14.31,27.32,7.3353,2358.65,2360.9,0.518790761
-121.61,35.48,743.76,34.38,5.14,9.49,27.17,7.3104,2338.37,2337.3,0.533104308
-121.61,35.48,495.82,34.28,6.69,15.76,26.9,7.3167,2304.39,2304.7,0.569316173
-121.61,35.48,397.04,34.21,7.28,31.42,26.76,7.3397,2281.16,2290.5,0.622130872
-121.61,35.48,297.09,34.21,8.25,41.1,26.62,7.3669,2264.15,2281.8,0.680465126
-121.61,35.48,197.58,34.09,9.17,74.06,26.38,7.4317,2227.43,2263.5,0.798397794
-121.61,35.48,148.66,33.98,9.6,99.3,26.22,7.4831,2199.16,2253.3,0.920062391
-121.61,35.48,124.27,33.94,9.83,103.27,26.15,7.4903,2195.72,2248.8,0.918287631
-121.61,35.48,99.52,33.91,9.99,107.09,26.11,7.4992,2188.68,2247.4,0.96134914
-121.61,35.48,79.56,33.89,10.08,110.54,26.08,7.5061,2187.6,2245.9,0.962903938
-121.61,35.48,59.55,33.87,10.22,114.62,26.03,7.5148,2183.34,2246.7,1.003223566
-121.61,35.48,49.86,33.81,10.59,123.63,25.92,7.5313,2175.25,2242.8,1.03698124
-121.61,35.48,39.53,33.74,11.2,142.76,25.75,7.5747,2157.71,2233.9,1.105226301
-121.61,35.48,30.26,33.69,12.22,172.26,25.53,7.6398,2134.14,2237.7,1.33177061
-121.61,35.48,19.84,33.68,13.79,218.62,25.21,7.7595,2091.97,2237.9,1.714323071
-121.61,35.48,14.63,33.68,14,225.41,25.17,7.783,2083.33,2242.6,1.841539311
-121.61,35.48,10.15,33.68,14.23,234.43,25.12,7.8252,2067.7,2244,2.00299694
-121.61,35.48,3.39,33.68,14.41,240.73,25.07,7.8478,2059.21,2240.6,2.054258969
-121.96,35.31,2459.85,34.64,1.62,91.74,27.72,7.4824,2365.34,2422.4,0.558896093
-121.96,35.31,1976.08,34.61,1.98,66.67,27.66,7.4266,2374.35,2412.6,0.542334932
-121.96,35.31,1483.97,34.54,2.83,37.45,27.53,7.3647,2374.14,2391.6,0.518884283
-121.96,35.31,990.23,34.45,4.09,15.94,27.34,7.323,2356.39,2363.4,0.535802615
-121.96,35.31,742.96,34.37,5.09,9.72,27.17,7.3084,2336.08,2338.2,0.544906479
-121.96,35.31,495.99,34.27,6.41,15.91,26.92,7.3092,2306.21,2305,0.560322485
-121.96,35.31,396.86,34.27,7.28,21.87,26.81,7.3289,2288.83,2293.7,0.601533035
-121.96,35.31,296.75,34.23,7.88,31.8,26.69,7.3454,2274.5,2284.5,0.639796771
-121.96,35.31,198.09,34.13,8.63,69.42,26.49,7.417,2236.04,2266.9,0.764166285
-121.96,35.31,148.95,34.06,8.95,88.06,26.39,7.4536,2216.93,2260.1,0.846002866
-121.96,35.31,124.01,34.02,9.2,92.35,26.32,7.4626,2210.92,2257.5,0.872849947
-121.96,35.31,99.16,33.97,9.66,100.74,26.2,7.4811,2198.53,2250.6,0.914466041
-121.96,35.31,79.55,33.88,10.15,118.17,26.05,7.5144,2181.72,2230.6,0.89553912
-121.96,35.31,59.78,33.78,11.03,147.65,25.82,7.5791,2154.94,2236.1,1.136324302
-121.96,35.31,49.97,33.69,12.25,189.86,25.52,7.6489,2129.7,2235.8,1.346823113
-121.96,35.31,39.73,33.62,12.77,200.93,25.37,7.7162,2103.18,2235.5,1.574285187
-121.96,35.31,29.27,33.61,13.66,221.52,25.16,7.7848,2073.14,2235.1,1.854597018
-121.97,35.31,15.44,33.63,15.35,251.11,24.84,7.8833,2039.33,2237.5,2.219066648
-121.97,35.31,10.05,33.63,15.4,251.45,24.83,7.8839,2037.7,2239.3,2.254893271
-121.97,35.31,4.56,33.63,15.4,250.86,24.83,7.8844,2037.87,2240.5,2.267156112
-122.67,34.98,4042.87,34.68,1.18,122.18,27.78,7.5538,2353.45,2434.4,0.471246915
-122.67,34.98,2958.69,34.66,1.43,103.18,27.74,7.5104,2360.42,2426.8,0.535949176
-122.67,34.98,1976.76,34.6,1.98,64.78,27.66,7.4243,2377.67,2416,0.543279553
-122.67,34.98,991.05,34.46,3.89,18.11,27.37,7.3276,2362.23,2365.9,0.522094186
-122.67,34.97,743.53,34.37,4.7,9.17,27.21,7.3038,2348.91,2347.7,0.531673888
-122.67,34.97,496.43,34.25,5.77,13,26.99,7.2969,2320.51,2313.4,0.534349267
-122.67,34.97,398.15,34.18,6.32,24.76,26.86,7.3115,2299.69,2298.1,0.568039719
-122.67,34.97,298.08,34.1,6.92,48.57,26.72,7.347,2274.21,2282.4,0.62450611
-122.67,34.97,201.23,34.04,7.88,82.83,26.54,7.4267,2230.17,2266.1,0.787540973
-122.67,34.97,149.62,34.01,8.56,96.5,26.41,7.454,2217.07,2259.1,0.835963988
-122.67,34.97,100.32,33.86,9.28,125.36,26.18,7.5004,2188.28,2243.8,0.932403506
-122.67,34.97,79.65,33.69,9.58,153.63,26,7.5303,2172.2,2236.7,0.998845589
-122.67,34.97,59.98,33.69,10.55,179,25.84,7.5783,2156.56,2239.1,1.143371217
-122.67,34.97,50.01,33.64,11.22,203.81,25.68,7.6375,2137.06,2236.3,1.281489188
-122.67,34.97,39.99,33.62,12.39,233.07,25.44,7.7236,2108.78,2241,1.573066559
-122.67,34.97,30.43,33.69,14.93,250.43,24.98,7.8223,2074.57,2245.3,1.951286554
-122.67,34.97,20.29,33.66,15.06,251.13,24.92,7.8602,2056.51,2246.9,2.142290481
-122.67,34.97,5.48,33.66,15.05,251.86,24.93,7.8603,2055.65,2247.4,2.160903959
-122.67,34.97,3.21,33.66,15.05,251.63,24.93,7.8615,2057.59,2248.3,2.15162928
-123.37,34.64,4131.71,34.68,1.17,124.69,27.78,7.557,2350.01,2433.3,0.470083302
-123.37,34.64,3446.9,34.67,1.29,111.71,27.76,7.5295,2356.63,2429.8,0.506422262
-123.37,34.64,2956.75,34.66,1.43,102.34,27.74,7.51,2358.59,2427.1,0.544367307
-123.37,34.64,2467.95,34.64,1.63,87.73,27.71,7.4761,2369.68,2422.8,0.542933272
-123.37,34.64,1976.28,34.61,2,67.08,27.66,7.4296,2375.46,2416.6,0.555113045
-123.37,34.64,1484.19,34.55,2.75,42.12,27.55,7.3782,2376.07,2396.4,0.530982378
-123.37,34.64,990.82,34.46,3.75,17.56,27.38,7.3251,2367.58,2371,0.521761671
-123.37,34.64,743.17,34.36,4.58,8.26,27.22,7.2977,2351.62,2346.3,0.514858291
-123.37,34.64,495.46,34.21,5.85,17.46,26.95,7.2969,2314.7,2310.7,0.547077825
-123.37,34.64,395.59,34.17,6.61,28.41,26.82,7.3178,2294.31,2295.8,0.583255785
-123.37,34.64,297.75,34.17,7.73,43.73,26.66,7.3565,2270.11,2284.8,0.662082126
-123.37,34.64,197.93,33.99,8.38,109.29,26.43,7.4777,2208.6,2259.6,0.88292339
-123.37,34.64,149.66,33.82,9.02,144.18,26.19,7.5418,2169.97,2244.3,1.051868299
-123.37,34.64,124.06,33.66,9.53,153.58,25.99,7.5558,2159.86,2235.2,1.067076698
-123.37,34.64,99.31,33.45,10.57,199.75,25.65,7.6499,2122.76,2226.8,1.301015885
-123.37,34.64,79.46,33.25,11.33,227.7,25.36,7.7198,2090.16,2218.6,1.516056965
-123.37,34.64,59.61,32.8,11.4,252.09,24.98,7.7776,2048.17,2197.4,1.702763391
-123.37,34.64,48.79,32.68,11.81,257.89,24.83,7.7997,2036.25,2197.4,1.819610372
-123.37,34.64,39.76,32.64,12.19,261.79,24.72,7.8207,2023.86,2200.8,1.974343136
-123.37,34.64,29.87,32.63,12.86,265.84,24.59,7.8508,2015.18,2196.4,2.025084873
-123.37,34.64,19.82,32.82,14.13,258.56,24.48,7.8643,2016.46,2203.6,2.099114392
-123.37,34.64,15.03,32.82,14.15,258.23,24.48,7.8629,2017.8,2205.4,2.106273194
-123.37,34.64,9.96,32.83,14.15,258.05,24.48,7.8632,2018.28,2203.3,2.082770527
-123.37,34.64,3.71,32.82,14.15,258.84,24.48,7.8632,2016.68,2204.3,2.110279719
-122.53,33.48,3972.08,34.68,1.19,123.09,27.77,7.5524,2348.91,2430,0.478516866
-122.53,33.48,2959.26,34.66,1.42,104.61,27.74,7.5117,2356.86,2429.4,0.559622041
-122.53,33.48,1977.31,34.61,1.99,68.2,27.66,7.4327,2376.09,2418,0.558499617
-122.53,33.48,990.7,34.46,3.8,19.41,27.38,7.3307,2362.91,2370.6,0.538922643
-122.53,33.48,743.68,34.37,4.39,10.07,27.25,7.3026,2348.64,2348,0.532378963
-122.53,33.48,493.28,34.19,5.4,17.87,26.99,7.2903,2316.8,2313.4,0.547918462
-122.53,33.48,397.68,34.09,5.85,38.96,26.85,7.3146,2292.04,2295.2,0.585758625
-122.53,33.48,298.47,34.01,6.72,77.12,26.68,7.3909,2249.5,2276,0.714630855
-122.53,33.48,199.31,33.99,8.21,137.98,26.45,7.5382,2187.49,2258.1,1.012623485
-122.53,33.48,150.15,33.88,9.01,139.13,26.24,7.5405,2174.52,2246.2,1.033856762
-122.53,33.48,100.04,33.55,9.92,175.75,25.83,7.6034,2134.25,2225.8,1.1957242
-122.53,33.48,80.06,33.41,11.21,215.01,25.5,7.6928,2100.83,2222.3,1.455651213
-122.53,33.48,60.13,33.21,11.7,232.36,25.25,7.7457,2075.24,2215.2,1.625736345
-122.53,33.48,50.79,33,12.25,247.71,24.99,7.7995,2046.67,2210.5,1.850079617
-122.53,33.48,40.4,33.1,14.2,262.93,24.67,7.841,2033.19,2216,2.051980159
-122.53,33.48,30.04,33.05,16.77,243.8,24.07,7.8939,2011.82,2212.7,2.260536744
-122.53,33.48,20.54,33.05,16.76,243.53,24.07,7.8977,2011.42,2215,2.291286422
-122.53,33.48,10.05,33.05,16.76,243.47,24.07,7.897,2009.55,2217,2.333382331
-122.53,33.48,4.32,33.05,16.76,243.75,24.07,7.8973,2012.12,2218.1,2.321941201
-121.84,33.82,3617.03,34.67,1.26,115.5,27.76,7.5364,2353.33,2454.1,0.588718508
-121.84,33.82,3448.11,34.67,1.3,113.8,27.76,7.5313,2352.28,2425.4,0.505611624
-121.84,33.82,2958.26,34.66,1.44,104.68,27.74,7.5128,2357.12,2418.3,0.515992124
-121.84,33.82,2468.95,34.64,1.66,90.35,27.71,7.4815,2365.29,2408.9,0.505030794
-121.84,33.82,1975.62,34.61,1.99,70.46,27.66,7.4383,2372.75,2404.9,0.517824185
-121.84,33.82,1484.26,34.56,2.72,43.92,27.56,7.3821,2373.82,2389.6,0.511813644
-121.84,33.82,990.64,34.47,3.91,19.83,27.37,7.332,2358.81,2358,0.503657213
-121.84,33.82,694.78,34.36,4.8,9.04,27.19,7.301,2344.45,2325.1,0.465571424
-121.84,33.82,495.53,34.21,5.46,15.9,26.99,7.2899,2319.52,2295.1,0.464585984
-121.85,33.82,396.99,34.12,6.09,33.87,26.84,7.3125,2293.91,2288.2,0.547432932
-121.85,33.82,297.68,34.07,7.07,58.24,26.68,7.3635,2262.05,2263.4,0.589373668
-121.85,33.82,198.47,34.02,8.48,93.17,26.43,7.4485,2218.8,2250.3,0.762927847
-121.85,33.82,149.17,33.92,9.15,113,26.25,7.4897,2193.7,2233.9,0.822550427
-121.85,33.82,79.77,33.46,10.84,214.77,25.61,7.6614,2118.26,2221,1.296091298
-121.85,33.82,59.07,33.2,11.57,234.6,25.27,7.7397,2078.74,2208.7,1.534903137
-121.85,33.82,49.64,33.07,11.79,248.31,25.13,7.7758,2060.75,2202.7,1.644142214
-121.85,33.82,35.14,33.06,12.53,260.07,24.99,7.8181,2041.94,2204.6,1.843860987
-121.85,33.82,29.56,33.34,14.1,255.11,24.88,7.854,2042.25,2223,2.033706068
-121.85,33.82,19.62,33.52,15.15,251.22,24.8,7.8733,2042.92,2231.5,2.124083415
-121.85,33.82,9.8,33.5,15.11,251.91,24.79,7.8746,2041.27,2231.2,2.140158346
-121.85,33.82,3.34,33.5,15.11,251.7,24.79,7.8749,2042.5,2229,2.109568371
-121.15,34.15,2178.24,34.63,1.77,82.63,27.69,7.4651,2370.19,2414.7,0.542869768
-121.15,34.15,1976.88,34.61,1.98,68.99,27.66,7.4349,2376.81,2411,0.526653166
-121.15,34.15,1482.61,34.55,2.79,41.37,27.54,7.3763,2374.17,2387.8,0.503993828
-121.15,34.15,990.06,34.44,4.22,14.88,27.32,7.3232,2358.5,2353.4,0.488780695
-121.15,34.15,742.79,34.38,5.22,9,27.16,7.3113,2338.43,2327.7,0.49424685
-121.15,34.15,495.32,34.29,6.51,14.47,26.92,7.315,2308.65,2301.7,0.537200785
-121.15,34.15,396.56,34.27,7.17,20.95,26.82,7.3275,2297.2,2289.2,0.545237901
-121.15,34.15,297.94,34.25,7.99,33.53,26.69,7.3554,2274.17,2280.4,0.622137382
-121.15,34.15,198.47,34.14,8.53,65.63,26.52,7.4115,2242.09,2264.6,0.717080874
-121.15,34.15,148.85,34.04,9.02,96.61,26.36,7.4721,2210.86,2250.4,0.822155017
-121.15,34.15,98.88,33.92,9.63,118.09,26.17,7.5187,2185.79,2238.5,0.916093951
-121.15,34.15,79.87,33.82,10.08,131.57,26.02,7.5498,2169.76,2234.4,1.003767527
-121.15,34.15,57.74,33.68,10.81,150.39,25.78,7.5958,2144.94,2227.6,1.145172464
-121.15,34.15,49.48,33.64,11.67,173.38,25.59,7.6553,2125.76,2225.9,1.291656036
-121.15,34.15,40.01,33.55,12.41,201.57,25.38,7.7212,2104.56,2224.5,1.46602567
-121.15,34.15,29.33,33.53,15.5,251.35,24.73,7.843,2053.21,2226.6,1.982492393
-121.15,34.15,19.94,33.53,15.6,254.78,24.71,7.9006,2029.03,2227.5,2.222408478
-121.15,34.15,10.03,33.53,15.74,254.07,24.68,7.9048,2027.16,2230.2,2.272684633
-121.15,34.15,3.62,33.53,15.82,254.51,24.66,7.9081,2028.9,2235.3,2.310028045
-121.02,34.21,1006.89,34.45,4.19,16.73,27.33,7.3243,2355.89,2349.8,0.482465358
-121.02,34.21,742.89,34.38,5.16,9.52,27.16,7.3083,2337.58,2331,0.510090017
-121.02,34.21,498.25,34.3,6.85,15.51,26.89,7.3174,2303.76,2298.9,0.546738431
-121.02,34.21,397.4,34.27,7.33,21.07,26.8,7.3265,2290.43,2289.1,0.573706904
-121.02,34.21,297.96,34.22,8.13,41.52,26.64,7.3623,2265.08,2276.5,0.646843871
-121.02,34.21,198.49,34.15,8.94,63.98,26.46,7.4103,2239.59,2263.1,0.725035664
-121.02,34.21,149.1,34.04,9.23,98.87,26.33,7.4797,2205.56,2251.2,0.861585515
-121.02,34.21,121.64,34,9.47,102.39,26.26,7.4904,2199.63,2248,0.884827975
-121.02,34.21,99.09,33.94,9.73,109.21,26.17,7.5028,2189.84,2244,0.927866922
-121.02,34.21,79.58,33.89,9.85,120.79,26.11,7.5225,2180.75,2238.7,0.956485984
-121.02,34.21,59.61,33.8,10.24,136.23,25.97,7.558,2162.35,2230.5,1.032933876
-121.02,34.21,49.68,33.74,10.56,144.12,25.88,7.5729,2155.46,2228.9,1.075882205
-121.02,34.21,40.22,33.68,10.86,155.04,25.77,7.6004,2141.67,2226.7,1.167397488
-121.02,34.21,29.79,33.6,11.64,175.08,25.57,7.6489,2124.63,2225.1,1.298655769
-121.02,34.21,20.08,33.57,14.26,242.22,25.01,7.798,2069.26,2228.7,1.84024989
-121.02,34.21,9.65,33.6,15.46,284.31,24.79,7.9671,1999.1,2237.1,2.609164743
-121.02,34.21,4.11,33.6,15.47,284.77,24.79,7.9749,1995.38,2238,2.657536131
-120.8,34.32,817.96,34.38,5.12,9.53,27.17,7.3083,2342.83,2335.5,0.500018959
-120.8,34.32,595.17,34.29,6.39,13.99,26.94,7.3092,2311.17,2307.4,0.539421265
-120.8,34.32,495.69,34.26,7.11,18.27,26.82,7.3171,2300.66,2293.2,0.536671465
-120.8,34.32,397.23,34.23,7.71,25.16,26.71,7.3266,2289.36,2284.8,0.561343952
-120.8,34.32,298.64,34.22,8.55,45.24,26.58,7.3763,2260.09,2271.4,0.647845091
-120.8,34.32,199.26,34.09,9.2,76.41,26.37,7.4343,2226.23,2255.8,0.758609844
-120.8,34.32,149,34,9.53,99.69,26.25,7.4829,2204.53,2248.5,0.852983152
-120.8,34.32,99.73,33.91,9.87,115.85,26.12,7.5152,2182.4,2239.8,0.949086072
-120.8,34.32,79.93,33.84,10.17,126.61,26.01,7.538,2170.76,2237.9,1.022684868
-120.8,34.32,39.64,33.73,10.79,143.08,25.82,7.5753,2153.46,2231,1.110547074
-120.8,34.32,20.68,33.63,12.15,180.69,25.5,7.6576,2120.87,2230.9,1.384744569
-120.81,34.32,3.42,33.6,15.01,269.77,24.89,7.9354,2012.22,2239.2,2.499032979
-120.52,34.45,66.23,33.76,10.56,138.5,25.89,7.5695,2157.41,2233.4,1.091970503
-120.52,34.45,60.07,33.76,10.56,137.92,25.89,7.5667,2156.46,2232.5,1.093106632
-120.52,34.45,50.05,33.76,10.56,138.06,25.89,7.5662,2156.7,2232.2,1.091167657
-120.52,34.45,40.51,33.73,10.77,144.97,25.82,7.5823,2151.44,2230.8,1.123661904
-120.52,34.45,30.15,33.62,11.63,168.69,25.58,7.616,2138.29,2229.9,1.228635894
-120.52,34.45,20.2,33.57,12.37,188.92,25.41,7.6879,2110.97,2228.3,1.449054243
-120.52,34.45,15.11,33.56,13.16,207.47,25.25,7.7402,2093.32,2229.8,1.624299079
-120.52,34.45,10.32,33.57,13.99,229.91,25.08,7.8178,2074.04,2233.8,1.845963852
-120.66,34.38,451.31,34.25,6.99,15.45,26.83,7.3122,2306.16,2299.3,0.54456725
-120.66,34.38,397.26,34.23,7.4,20.43,26.76,7.3197,2294.16,2296.6,0.592272841
-120.66,34.38,298.31,34.21,8.49,45.48,26.58,7.3771,2259.92,2274.2,0.662664069
-120.66,34.38,198.14,34.06,9.33,81.22,26.33,7.447,2220.6,2252.7,0.77328915
-120.66,34.38,149.33,33.97,9.67,102.05,26.2,7.4876,2198.61,2247.3,0.883462346
-120.66,34.38,124.15,33.92,9.81,112.57,26.14,7.5114,2187.28,2239.6,0.91031791
-120.66,34.38,99.72,33.81,10.28,128.32,25.97,7.5436,2169.99,2234.1,0.997306876
-120.66,34.38,79.98,33.77,10.64,135.49,25.88,7.5649,2160.25,2232.8,1.064216665
-120.66,34.38,60.03,33.67,11.31,160.73,25.68,7.6247,2136.21,2229.6,1.232302084
-120.66,34.38,50.03,33.65,11.48,166.67,25.64,7.6404,2130.75,2228.1,1.267410347
-120.66,34.38,39.87,33.63,11.55,167.64,25.61,7.6411,2129.43,2226.7,1.26969471
-120.66,34.38,30.42,33.6,12.06,179.15,25.49,7.6708,2120.6,2226.5,1.347033192
-120.66,34.38,20.2,33.58,13.86,227.21,25.15,7.7817,2080.64,2231.7,1.761482332
-120.66,34.38,10.52,33.59,14.5,245.29,24.99,7.8469,2054.34,2234.5,2.040251546
-120.66,34.38,3.18,33.59,14.52,245.12,24.99,7.873,2044.97,2234.9,2.135679926
-120.58,34.41,198.88,34.07,9.28,83.56,26.34,7.4499,2218.06,2255.6,0.805205965
-120.58,34.41,148.39,33.99,9.58,101.92,26.23,7.4862,2201.28,2252.6,0.901339547
-120.58,34.41,124.12,33.88,9.94,119.47,26.09,7.5259,2181.58,2243.3,0.976042723
-120.58,34.41,99.45,33.78,10.43,133.6,25.92,7.5523,2164.37,2235.9,1.052132131
-120.58,34.41,79.76,33.71,10.8,146.01,25.8,7.58,2151.67,2228,1.092570024
-120.58,34.41,59.72,33.64,11.27,160.01,25.67,7.6186,2135.13,2227.9,1.22650947
-120.58,34.41,50.19,33.63,11.63,168.5,25.59,7.6714,2127.38,2228.8,1.301690712
-120.58,34.41,40.13,33.63,11.65,168.4,25.59,7.643,2131.71,2228.7,1.269162844
-120.58,34.41,29.63,33.62,11.76,171.17,25.56,7.6509,2125.17,2227.6,1.316096685
-120.58,34.41,20.03,33.57,13.26,212.22,25.24,7.7354,2098.25,2229.5,1.578371658
-120.58,34.41,15.13,33.58,14.1,230.81,25.07,7.7902,2073.12,2233.8,1.853159199
-120.58,34.41,9.88,33.58,14.38,240.85,25.01,7.8475,2051.43,2236.6,2.086725795
-120.58,34.41,3.54,33.58,14.4,241.7,25,7.8526,2048.66,2236.7,2.116345058
-120.49,34.47,22.1,33.57,13.92,221.18,25.11,7.8297,2058.43,2231.9,1.966028823
-120.49,34.47,14.55,33.57,14.46,232.95,24.99,7.8309,2060.1,2234.2,1.981573848
-120.49,34.47,10,33.59,16.23,274.27,24.66,7.9201,2020.92,2234.7,2.383126047
-120.49,34.47,4.86,33.59,16.97,275.75,24.44,7.9871,1989.89,2238.2,2.73516227
-120.49,34.47,3.32,33.6,16.94,274.74,24.45,7.9878,1988.27,2237.6,2.744955232
-120.28,34.38,198.66,34.06,9.32,88.32,26.33,7.4591,2214.43,2254,0.817641983
-120.28,34.38,148.8,33.98,9.61,102.6,26.22,7.4915,2195.83,2245.5,0.888819632
-120.28,34.38,99.33,33.8,10.38,132.68,25.95,7.5529,2166.47,2238.9,1.062590596
-120.28,34.38,79.34,33.75,10.72,141.22,25.85,7.5683,2158.46,2232.6,1.076523836
-120.28,34.38,59.46,33.64,11.33,166.51,25.65,7.6325,2131.69,2228.5,1.256982794
-120.28,34.38,49.47,33.6,11.7,176.93,25.56,7.6548,2123.59,2228.1,1.328273665
-120.28,34.38,39.76,33.58,12.09,188.16,25.47,7.6822,2113.97,2227.1,1.405683861
-120.28,34.38,19.84,33.54,13.63,236.21,25.13,7.774,2079,2232.4,1.780920934
-120.28,34.38,9.94,33.55,16.28,263.93,24.65,7.8533,2048.71,2236.1,2.132101219
-120.28,34.38,3.55,33.55,17.02,267.67,24.42,7.9369,2012.88,2238.1,2.510682352
-120.13,34.31,446.83,34.24,6.91,8.28,26.83,7.2855,2319.75,2306.7,0.521660405
-120.13,34.31,397.39,34.22,7.42,19.71,26.74,7.3113,2293.3,2291,0.570470485
-120.13,34.31,297.94,34.19,8.57,38.2,26.56,7.3539,2265.93,2273.1,0.628569774
-120.13,34.31,199.02,34.07,9.27,84.73,26.35,7.4472,2220.57,2251,0.762988315
-120.13,34.31,149.41,34.02,9.44,102.83,26.28,7.4911,2200.06,2248.9,0.883189601
-120.13,34.31,119.68,33.96,9.68,116.15,26.19,7.5178,2185.86,2244.7,0.955167386
-120.13,34.31,99.66,33.9,9.91,119.02,26.11,7.5213,2182.32,2241,0.958948104
-120.13,34.31,79.74,33.81,10.33,132.06,25.97,7.5478,2169.67,2237,1.02569764
-120.13,34.31,60.11,33.69,11.15,154.29,25.73,7.5978,2144.98,2230.6,1.170856075
-120.13,34.31,40.1,33.6,12.3,186.65,25.45,7.6721,2117.94,2225.1,1.356514038
-120.13,34.31,20.22,33.52,14.06,238.32,25.03,7.7702,2085.78,2230.5,1.707811553
-120.13,34.31,10.52,33.58,18.54,276.34,24.04,7.9837,1990.84,2235.4,2.719409015
-120.13,34.31,3.6,33.59,18.77,273.82,24,8.0179,1969.02,2236.7,2.956163521
-120.02,34.28,565.67,34.25,6.57,1.02,26.89,7.2687,2351.03,2335.9,0.504321065
-120.02,34.28,545.91,34.25,6.57,0.94,26.89,7.2706,2350.57,2332.5,0.494991325
-120.02,34.28,496.46,34.24,6.66,2.89,26.87,7.275,2331.04,2314.3,0.502400463
-120.02,34.28,446.79,34.23,6.9,9.05,26.83,7.2886,2316.07,2304.3,0.526098078
-120.02,34.28,397.07,34.22,7.43,19.31,26.73,7.3092,2296.11,2292.2,0.56390211
-120.02,34.28,298.17,34.2,8.28,33.13,26.61,7.3457,2273.33,2278.6,0.618992754
-120.02,34.28,199.12,34.16,8.92,61.28,26.47,7.4029,2243.88,2268,0.729623664
-120.02,34.28,148.65,34.13,9.06,75.18,26.43,7.4345,2228.04,2263.7,0.802781647
