Longitude,Latitude,Depth,Salinity,Temperature,DO,Sigma,pH,DIC,TALK,Omega_Ar
-124.49,40.2,39.8,33.96,9.11,139.51,26.28,7.462,2217.99,2266.8,0.903975183
-124.49,40.2,30.09,33.96,9.11,140.33,26.29,7.462,2215.88,2264.6,0.904356222
-124.49,40.2,20.44,33.96,9.1,139.1,26.29,7.4618,2215.73,2263.2,0.897455626
-124.5,40.2,15.23,33.96,9.13,143.43,26.28,7.4633,2218.13,2263.5,0.88535944
-124.5,40.2,10.28,33.96,9.13,141.9,26.28,7.4663,2215.05,2261.9,0.895178495
-124.5,40.2,5.35,33.96,9.11,140.45,26.29,7.4628,2216.79,2264.6,0.903056138
-124.09,38.78,2044.55,34.61,1.81,70.17,27.68,7.4351,2378.75,2422,0.555330785
-124.09,38.78,1976.74,34.61,1.87,66.13,27.67,7.4279,2377.83,2420.5,0.561230297
-124.09,38.78,1483.14,34.52,2.74,30.87,27.53,7.35,2379.91,2394.7,0.509576212
-124.09,38.78,991.41,34.43,4.1,13.58,27.33,7.3177,2358.94,2360.9,0.516140284
-124.09,38.78,743.77,34.35,4.95,8.81,27.16,7.302,2341.59,2338.7,0.524970466
-124.09,38.78,494.48,34.21,6.39,20.8,26.88,7.3112,2303.65,2299.1,0.545757226
-124.09,38.78,396.37,34.17,6.94,32.88,26.77,7.3307,2285.62,2288.5,0.589950988
-124.09,38.78,298.24,34.12,7.46,48.6,26.66,7.3576,2265.85,2279.4,0.653623821
-124.09,38.78,199.07,34.05,8.34,75.93,26.48,7.404,2234.55,2267,0.77170501
-124.09,38.78,149.43,34,8.7,122.63,26.38,7.4465,2217.91,2261.1,0.844703416
-124.09,38.78,99.81,33.93,9.3,168.3,26.23,7.5178,2190.73,2257.6,1.014318667
-124.09,38.78,79.67,33.84,9.68,185.64,26.1,7.5559,2176.24,2253.7,1.097301283
-124.09,38.78,59.7,33.71,10.35,212.1,25.88,7.6273,2148.47,2250.3,1.295884163
-124.09,38.78,49.74,33.53,10.45,212.73,25.73,7.637,2132.8,2233.2,1.283953236
-124.09,38.78,40.85,33.31,10.2,218.17,25.59,7.6583,2111.15,2217.2,1.326476472
-124.09,38.78,30.36,33,10.18,237.34,25.37,7.7179,2081.01,2209.8,1.521226747
-124.09,38.78,19.77,33.25,12.88,255.83,25.06,7.7988,2061.57,2223.1,1.844857252
-124.09,38.78,15.31,33.24,12.87,255.24,25.06,7.8004,2061.4,2225.8,1.873639256
-124.09,38.78,9.96,33.24,12.87,255.42,25.06,7.8002,2060.66,2221.5,1.841275645
-124.09,38.78,4.28,33.25,12.87,256.33,25.06,7.8003,2064,2226.6,1.861162199
-123.91,38.85,246.63,34.08,8.01,69.58,26.55,7.3959,2245.54,2271,0.724359597
-123.91,38.85,199.37,34.07,8.21,73.32,26.51,7.4058,2238.25,2266.5,0.746881373
-123.91,38.85,149.52,34.03,8.4,83.27,26.46,7.4146,2231.5,2260.1,0.756186039
-123.91,38.85,99.92,33.95,8.68,112,26.35,7.4499,2212.37,2254.8,0.84695154
-123.91,38.85,80.5,33.91,9.15,145.28,26.24,7.5005,2191.32,2250.4,0.961294315
-123.91,38.85,59.69,33.84,9.24,160.09,26.17,7.5158,2185.73,2244.6,0.963301493
-123.91,38.85,50.15,33.76,9.46,174.14,26.07,7.5411,2177.79,2246.9,1.039668525
-123.91,38.85,40.08,33.6,9.29,173.39,25.98,7.5505,2163.52,2240.6,1.097385514
-123.91,38.85,30.15,33.45,9.51,183.37,25.83,7.5779,2145.07,2222.4,1.097160818
-123.91,38.85,20.24,33.46,10.83,220.39,25.61,7.6399,2124.82,2228.1,1.316559654
-123.91,38.85,15.4,33.54,11.47,240.99,25.56,7.71,2110.16,2236.7,1.521180822
-123.91,38.85,10.49,33.55,11.55,242.23,25.55,7.7203,2108.15,2239.9,1.569505748
-123.91,38.85,3.72,33.55,11.55,242.37,25.55,7.7197,2108.76,2242.4,1.588819252
-123.79,38.89,89.91,34.02,8.7,82.69,26.4,7.4067,2230.27,2259.7,0.771531072
-123.79,38.89,80.13,33.96,8.92,106.17,26.32,7.4529,2211.43,2253.2,0.847215159
-123.79,38.89,59.99,33.92,9.23,137.24,26.24,7.4851,2198.9,2249.7,0.909884454
-123.79,38.89,50.8,33.9,9.34,152.47,26.2,7.5105,2190.95,2254.5,1.000490246
-123.79,38.89,39.92,33.88,9.74,178.15,26.12,7.5707,2172.88,2253.9,1.132704875
-123.79,38.89,30.22,33.88,10.39,227.1,26.01,7.646,2152.48,2261,1.359305613
-123.79,38.89,20.45,33.89,10.55,241.9,25.99,7.671,2141.85,2260.9,1.450415806
-123.79,38.89,14.96,33.88,10.54,239.68,25.98,7.6747,2142.12,2263.3,1.471184588
-123.79,38.89,10.18,33.87,10.54,239.24,25.98,7.6745,2139.91,2259.1,1.454315356
-123.79,38.89,3.22,33.87,10.54,239.57,25.98,7.675,2140.54,2257.8,1.439929165
-123.32,37.75,1138.37,34.46,3.7,17.67,27.38,7.3243,2367.66,2371.6,0.507250714
-123.32,37.75,990.68,34.43,4.08,13.67,27.32,7.3159,2360.86,2363.8,0.520304419
-123.32,37.75,743.58,34.32,5.02,8.59,27.13,7.2967,2338.81,2335,0.520760605
-123.32,37.75,496.1,34.22,6.5,21.69,26.87,7.3151,2298.41,2300.3,0.573250631
-123.32,37.75,397.51,34.18,7.25,37.25,26.73,7.3396,2277.89,2287.8,0.623619187
-123.32,37.75,298.04,34.16,8.06,50.23,26.61,7.3735,2257.22,2280,0.704664838
-123.32,37.75,198.34,34.09,8.77,73.08,26.44,7.4195,2230.72,2267.1,0.797460257
-123.32,37.75,148.53,34.05,9.09,81.27,26.36,7.4348,2222.07,2262.2,0.829239227
-123.32,37.75,124.07,34,9.46,92.23,26.26,7.4509,2210.65,2255.4,0.862802236
-123.32,37.75,98.85,33.93,9.87,118.31,26.14,7.4855,2196.21,2256.5,0.973134788
-123.32,37.75,80.16,33.91,10.1,134.36,26.08,7.5056,2188.93,2250,0.982203681
-123.32,37.75,59.96,33.86,10.55,161.3,25.97,7.5474,2176.7,2246.6,1.051858918
-123.32,37.75,50.15,33.83,10.82,174.11,25.89,7.576,2163.72,2246.9,1.154683864
-123.32,37.75,40.1,33.81,11.12,184.84,25.83,7.6039,2155.16,2250.1,1.252067035
-123.32,37.75,29.62,33.75,11.69,205.13,25.66,7.6927,2126.81,2250.2,1.494562684
-123.32,37.75,19.97,33.74,12.58,247.88,25.5,7.7921,2094.76,2260.2,1.883088153
-123.32,37.75,15.02,33.76,12.99,281.9,25.44,7.8926,2058.37,2272.6,2.352752637
-123.32,37.75,10.01,33.76,13.13,288.94,25.41,7.9138,2047.78,2271.2,2.444403948
-123.17,37.81,67.54,33.92,9.68,102.3,26.16,7.4322,2213.78,2255.6,0.854892113
-123.17,37.81,59.59,33.91,9.74,107.54,26.14,7.4422,2210.31,2256.1,0.882256121
-123.17,37.81,49.45,33.88,9.96,123.91,26.08,7.4782,2197.88,2253.2,0.94779835
-123.17,37.81,40.29,33.83,10.37,152.14,25.97,7.5367,2180.87,2247.7,1.032077943
-123.17,37.81,30.34,33.76,10.75,183.79,25.86,7.6048,2156.77,2252.6,1.258462566
-123.17,37.81,19.59,33.77,11.95,252.1,25.64,7.7698,2102.09,2262.7,1.832107426
-123.17,37.81,15.27,33.77,12.15,265.51,25.61,7.7976,2094.32,2262.8,1.908382368
-123.17,37.81,10.06,33.79,12.57,297.66,25.54,7.8329,2076.73,2268.3,2.13120303
-123.17,37.81,3.48,33.79,12.54,296.74,25.54,7.8633,2065.38,2267.1,2.229369564
-123,37.89,67.73,33.94,9.32,85.4,26.24,7.3903,2231.5,2259.9,0.771734378
-123,37.89,49.53,33.93,9.34,90.66,26.23,7.4046,2225.73,2255,0.778889081
-123,37.89,39.73,33.92,9.39,102.67,26.21,7.4286,2216.6,2253.8,0.828344898
-123,37.89,30.54,33.93,10.26,120.94,26.06,7.434,2226.52,2270.4,0.882287268
-123,37.89,19.51,33.83,11.32,223.63,25.78,7.6821,2139.67,2267.1,1.531468768
-123,37.89,15,33.82,11.98,274.8,25.67,7.7948,2097.99,2266.1,1.90107427
-123,37.89,10.14,33.82,12.11,283.74,25.65,7.8417,2076.38,2264.1,2.084266209
-123,37.89,4.22,33.82,12.1,281.64,25.65,7.8432,2077.18,2268.2,2.119058877
-122.83,37.97,28.9,33.92,10.15,126.32,26.09,7.4654,2212.4,2265.5,0.941246328
-122.83,37.97,19.94,33.9,10.26,147.34,26.05,7.4812,2207.97,2265.9,0.976684256
-122.83,37.97,14.82,33.85,10.95,178.42,25.95,7.5268,2196.48,2266.6,1.070502931
-122.83,37.97,10.19,33.83,11.86,192.61,25.77,7.5792,2178.42,2266.5,1.213604293
-122.83,37.97,3.47,33.84,12.09,195.03,25.67,7.5996,2176.66,2272.3,1.278140315
-122.88,37.94,44.51,33.95,9.45,78.55,26.22,7.4157,2222.23,2260.3,0.834155545
-122.88,37.94,30.53,33.83,9.61,127.12,26.11,7.4596,2204.03,2256.3,0.929090994
-122.88,37.94,20.39,33.83,9.87,145,26.07,7.5225,2182.99,2254.7,1.069642977
-122.88,37.94,14.98,33.81,10.09,164.78,26.01,7.5491,2176.49,2255.3,1.12578933
-122.88,37.94,9.98,33.75,12.76,246.31,25.47,7.6347,2152.48,2261.2,1.389459979
-122.88,37.94,4.02,33.75,12.79,247.64,25.47,7.7408,2120.53,2271.8,1.76155575
-123.07,37.86,84.82,33.98,9.4,96.01,26.25,7.4459,2212.73,2258,0.872658519
-123.07,37.86,60.34,33.97,9.44,100.2,26.25,7.455,2208.96,2258.2,0.903144796
-123.07,37.86,50.36,33.93,9.73,117.49,26.16,7.4837,2197.42,2251.7,0.939249154
-123.07,37.86,41.21,33.81,9.81,148.19,26.06,7.5313,2176.8,2248.2,1.060979674
-123.07,37.86,30.3,33.73,10.2,173.46,25.93,7.5808,2158.12,2243.9,1.173257622
-123.07,37.86,20.07,33.87,11.54,250.77,25.79,7.7219,2123.21,2267.5,1.679888544
-123.07,37.86,15.04,33.87,11.56,251.87,25.79,7.7339,2119.07,2265.5,1.699619968
-123.07,37.86,10,33.87,11.6,252.6,25.79,7.7349,2120.19,2264.2,1.679798399
-123.07,37.86,4.31,33.87,11.59,252.4,25.79,7.7358,2120.99,2265.8,1.689255195
-123.49,37.67,2790.43,34.66,1.45,101.44,27.74,7.5048,2362.43,2432,0.569249784
-123.49,37.67,1975.18,34.6,1.93,64.33,27.66,7.4232,2377.28,2405.7,0.504137544
-123.49,37.67,991.11,34.43,4.04,12.65,27.33,7.3149,2357.91,2352.1,0.484577882
-123.49,37.67,744.03,34.34,4.99,8.46,27.16,7.3002,2337.88,2331.1,0.507790919
-123.49,37.67,495.52,34.24,6.19,17.59,26.93,7.3069,2306.1,2300.6,0.539506393
-123.49,37.67,396.48,34.19,6.71,27.76,26.82,7.3229,2288.36,2291.7,0.590257198
-123.49,37.67,296.83,34.13,7.56,50.42,26.66,7.3649,2261.56,2277.8,0.665657285
-123.49,37.67,198.9,34.08,8.71,76.35,26.44,7.4252,2229.1,2262.1,0.77386013
-123.49,37.67,149.15,34.02,9.21,88.33,26.32,7.4484,2213.53,2256,0.841734388
-123.49,37.67,121.98,33.99,9.53,96.87,26.24,7.4599,2208.35,2253,0.862233201
-123.49,37.67,99.9,33.89,10.29,136.86,26.04,7.5167,2183.38,2247.2,0.996482289
-123.49,37.67,79.8,33.86,10.67,157.14,25.95,7.549,2171.9,2243.3,1.057488763
-123.49,37.67,58.34,33.85,11.09,173.8,25.86,7.5795,2161.93,2247.5,1.172457128
-123.49,37.67,49.38,33.84,11.42,185.84,25.8,7.6121,2155.15,2250.1,1.251410339
-123.49,37.67,39.71,33.82,11.95,202.88,25.68,7.6567,2142.39,2254.4,1.397926114
-123.49,37.67,29.43,33.73,12.82,251.1,25.45,7.7958,2090.46,2254,1.857595073
-123.49,37.67,20.17,33.74,12.82,251.59,25.45,7.7988,2089.44,2253.7,1.872432465
-123.49,37.67,15.1,33.74,12.82,251.6,25.45,7.801,2088.01,2255.9,1.908347007
-123.49,37.67,10.04,33.74,12.82,252.52,25.45,7.8007,2086.77,2252.9,1.892841657
-123.49,37.67,4.6,33.74,12.83,252.02,25.45,7.8021,2088.77,2257.5,1.920370332
-122.39,37.82,18.36,32.21,18.4,212.84,23.04,7.7282,2179.44,2322.5,1.770485184
-122.39,37.82,14.93,32.23,18.38,213.06,23.06,7.7238,2181.64,2326.5,1.789205327
-122.39,37.82,9.85,32.19,18.47,213.7,23.03,7.7273,2179.44,2329.6,1.84188669
-122.39,37.82,5.07,32.19,18.52,214.27,23,7.7349,2182.21,2333,1.850965568
-122.39,37.82,3.75,32.2,18.48,214.19,23.01,7.733,2181.67,2331.7,1.843147562
-122.42,37.85,40.04,32.68,16.49,210.44,23.85,7.6892,2163.62,2295.5,1.631590745
-122.42,37.85,29.81,32.62,16.61,210.92,23.78,7.6868,2163.9,2296.7,1.644888695
-122.42,37.85,19.99,32.64,16.58,210.85,23.8,7.6874,2163.66,2295.1,1.634180939
-122.42,37.85,14.84,32.57,16.68,210.43,23.71,7.6902,2163.77,2295.3,1.638209079
-122.42,37.85,9.97,32.44,16.99,210.78,23.55,7.6906,2163.71,2296.1,1.651985607
-122.42,37.85,4.95,32.35,17.08,210.64,23.47,7.6925,2165.37,2296.3,1.642029583
-122.42,37.85,3.71,32.35,17.14,210.82,23.45,7.6974,2164.13,2295.4,1.645321404
-122.44,37.89,18.36,31.32,18.22,207.12,22.4,7.7134,2165.57,2294.8,1.64014824
-122.44,37.89,10,30.6,18.75,209.17,21.72,7.6937,2164.57,2291.9,1.637871226
-122.44,37.89,4.97,30.4,18.88,207.21,21.53,7.7005,2162.85,2294.7,1.685159281
-122.44,37.89,3.39,30.39,18.88,207.85,21.53,7.709,2161.64,2291.2,1.662626315
-122.45,37.83,23.44,32.99,15.79,210.09,24.25,7.7004,2160.02,2289.1,1.600645613
-122.44,37.83,14.89,32.99,15.78,210.2,24.25,7.6992,2159.2,2289.3,1.611881345
-122.44,37.83,9.95,32.99,15.78,210.44,24.25,7.6984,2158.97,2284.7,1.573410167
-122.44,37.83,5.04,32.99,15.77,210.84,24.26,7.7004,2160.01,2291.1,1.624034912
-122.44,37.83,3.16,33,15.77,210.7,24.26,7.7017,2159.81,2290.3,1.618706919
-122.52,37.81,31.52,33.23,14.98,217.42,24.61,7.7097,2150.41,2285.4,1.639592077
-122.52,37.81,20,33,15.74,214.56,24.28,7.7094,2152.73,2288,1.656505607
-122.52,37.81,9.67,32.99,15.77,213.73,24.26,7.7069,2155.16,2291.2,1.666921481
-122.52,37.81,5.13,32.93,16,216.04,24.16,7.7105,2157.9,2293.5,1.667510557
-122.52,37.81,3.44,32.96,15.92,216.11,24.18,7.7108,2158.23,2289.7,1.628797178
-122.56,37.79,18.28,33.65,12.58,174.68,25.44,7.6177,2167.62,2272.3,1.354675052
-122.56,37.79,9.65,33.31,14.57,213.39,24.77,7.688,2152.59,2278.6,1.560047551
-122.56,37.79,4.18,33.32,14.57,217.53,24.77,7.7069,2147.11,2281.2,1.633054226
-122.56,37.79,3.97,33.31,14.59,215.11,24.75,7.7035,2148.9,2282.4,1.628380461
-122.63,37.77,12.78,33.83,11.19,149.53,25.83,7.5721,2178.87,2258.5,1.141556926
-122.63,37.77,4.98,33.65,12.85,216.75,25.41,7.6846,2142.41,2267.7,1.533218274
-122.63,37.77,3.67,33.68,12.86,236.82,25.42,7.7906,2106.4,2273.9,1.912317576
-122.81,37.72,50.7,33.94,9.52,91.42,26.21,7.4042,2224.96,2254.7,0.782492651
-122.81,37.72,29.39,33.85,10.48,165.37,25.97,7.5593,2177.6,2256.3,1.125326804
-122.81,37.72,19.47,33.8,11.92,264.9,25.69,7.6972,2134.25,2261.1,1.533160214
-122.81,37.72,9.93,33.77,12.31,283.98,25.57,7.8333,2083.86,2269.7,2.075855508
-122.81,37.72,3.96,33.76,12.34,286.08,25.56,7.8381,2082.49,2268.4,2.078746664
-123,37.66,79.62,33.96,9.46,82.09,26.23,7.3914,2229.32,2253.4,0.744807316
-123,37.66,59.19,33.97,9.54,87.17,26.22,7.4107,2220.68,2254.6,0.806246101
-123,37.66,49.86,33.97,9.55,88.33,26.22,7.4161,2218.78,2253.5,0.812332825
-123,37.66,40.13,33.95,9.72,102.39,26.18,7.4394,2211.12,2250.2,0.841640679
-123,37.66,30.07,33.93,9.87,112.11,26.14,7.4667,2202.74,2249.1,0.890816957
-123,37.66,20.09,33.81,11.26,267.38,25.8,7.6992,2125.97,2254.1,1.533569895
-123,37.66,10.58,33.77,11.83,294.49,25.67,7.8556,2064.6,2258.1,2.136595987
-123,37.66,4.47,33.77,11.84,295.85,25.67,7.8689,2060.4,2259.2,2.18954788
-123.93,35.91,3877.8,34.68,1.17,124.3,27.78,7.5549,2346.41,2433.3,0.507310365
-123.93,35.91,3448.24,34.67,1.27,113.34,27.76,7.5316,2352.38,2433.2,0.533574525
-123.93,35.91,2958.68,34.66,1.41,103.55,27.74,7.5102,2358.97,2427.2,0.543332349
-123.93,35.91,2465.98,34.64,1.6,90.39,27.72,7.4805,2364.79,2422.6,0.56163921
-123.93,35.91,1976.61,34.61,1.92,67.93,27.67,7.4316,2374.01,2415.9,0.557799846
-123.93,35.91,1482.05,34.55,2.67,42.03,27.56,7.3751,2374.14,2397.1,0.541725955
-123.93,35.91,989.83,34.45,3.61,16.72,27.39,7.3183,2365.62,2373.2,0.538327701
-123.93,35.91,743.11,34.35,4.46,8.09,27.22,7.294,2348.29,2345.3,0.52329444
-123.93,35.91,496.28,34.21,5.71,16.23,26.97,7.2948,2315.89,2311.2,0.543924299
-123.93,35.91,397.17,34.14,6.43,32.99,26.82,7.3197,2289.16,2291.4,0.584528615
-123.93,35.91,297.29,34.03,6.91,72.38,26.67,7.386,2251.83,2275.1,0.698893942
-123.93,35.91,198.06,34,8.03,96.58,26.49,7.4432,2218.44,2260.2,0.82316796
-123.93,35.91,148.22,33.89,8.65,121.45,26.3,7.4885,2193.64,2249.5,0.923461751
-123.93,35.91,122.61,33.77,9.11,142.15,26.14,7.5128,2179.31,2240.4,0.964686785
-123.93,35.91,99.77,33.58,9.39,161.94,25.95,7.5459,2157.7,2228,1.032852835
-123.93,35.91,77.78,33.43,10.49,219.89,25.64,7.6609,2114.18,2225.2,1.362072953
-123.93,35.91,60.47,33.15,10.58,226.1,25.41,7.6955,2089.83,2211.7,1.456940756
-123.93,35.91,49.37,33.02,11,239.08,25.23,7.7321,2071.33,2210.7,1.616331111
-123.93,35.91,40.52,32.88,11.56,252.73,25.02,7.7815,2045.37,2204,1.796490046
-123.93,35.91,29.81,33.36,14.71,252.29,24.77,7.8537,2044.07,2230.6,2.097318864
-123.93,35.91,20.01,33.28,14.96,252.22,24.65,7.862,2036.97,2226.9,2.136227029
-123.93,35.91,14.93,33.28,14.96,252.22,24.65,7.8622,2035.64,2229.9,2.180295071
-123.93,35.91,9.91,33.28,14.96,252.47,24.65,7.862,2037.33,2226.7,2.134738953
-123.93,35.91,4.31,33.27,14.96,252.56,24.65,7.8628,2038.5,2227.5,2.133796296
-123.13,36.29,3238.13,34.67,1.32,110.39,27.76,7.5261,2360.97,2436.1,0.537418099
-123.13,36.29,2958.79,34.66,1.43,104.46,27.74,7.5105,2359.93,2427.7,0.541682906
-123.13,36.29,2466.98,34.64,1.64,87.87,27.71,7.4757,2366.62,2421.5,0.549946945
-123.13,36.29,1976.32,34.6,2,65.1,27.65,7.424,2375.13,2416.1,0.554589112
-123.13,36.29,1485.68,34.55,2.77,40.76,27.54,7.3744,2373.5,2395.9,0.539374591
-123.13,36.29,990.94,34.45,3.96,16.76,27.35,7.3229,2359.37,2366.4,0.536410074
-123.13,36.29,744.06,34.38,4.78,9.35,27.21,7.3057,2347.27,2345.5,0.529910252
-123.13,36.29,495.29,34.28,6.09,13.14,26.97,7.3076,2317.53,2313.4,0.549126371
-123.13,36.29,397.49,34.24,6.73,21.95,26.85,7.3198,2296.81,2299.6,0.590743295
-123.13,36.29,298.37,34.2,7.47,35.16,26.72,7.3443,2277.92,2287.4,0.63591078
-123.13,36.29,199.74,34.09,8,67.07,26.56,7.3971,2245.31,2267.4,0.71195472
-123.13,36.29,149.59,34.06,8.51,82.46,26.45,7.4305,2224.06,2261.5,0.808629603
-123.13,36.29,123.86,34.01,8.89,92.34,26.36,7.452,2214.73,2255.1,0.831872431
-123.13,36.29,99.35,33.91,9.41,109.22,26.2,7.4755,2199.21,2247.9,0.890464889
-123.13,36.29,79.85,33.91,9.98,112.36,26.1,7.4988,2190.36,2249.3,0.966987837
-123.13,36.29,61.12,33.86,10.53,132,25.97,7.5308,2176.89,2245.3,1.040448347
-123.13,36.29,50.36,33.81,11.21,157.3,25.81,7.5736,2162.22,2244.9,1.15427012
-123.13,36.29,39.48,33.62,11.22,194.43,25.66,7.6358,2134.45,2239.1,1.32970012
-123.13,36.29,30.12,33.68,13.33,244.12,25.29,7.7702,2090.86,2249.7,1.825835112
-123.13,36.29,20.04,33.67,13.66,256.38,25.22,7.8091,2076.3,2247.4,1.944914376
-123.13,36.29,15.44,33.65,13.94,259.55,25.16,7.8215,2069.46,2245.2,1.992468809
-123.13,36.29,11.16,33.65,13.96,260.42,25.15,7.828,2069.09,2245.9,2.004519579
-123.13,36.29,4.15,33.65,13.96,260.12,25.15,7.8299,2065.27,2246,2.043347393
-122.78,36.46,2945.02,34.66,1.41,104.51,27.74,7.513,2363.44,2433.8,0.55363788
-122.78,36.46,2467.92,34.64,1.62,90.09,27.71,7.4811,2365.48,2425.3,0.569851289
-122.78,36.46,1976.47,34.6,1.98,65.27,27.66,7.4261,2375.81,2420.6,0.57080347
-122.78,36.46,1484.55,34.54,2.76,37.57,27.54,7.3673,2374.94,2397.7,0.54110688
-122.78,36.46,991.57,34.45,3.96,16.73,27.35,7.3262,2358.25,2366.4,0.540780525
-122.78,36.46,744.4,34.35,4.86,8.61,27.18,7.3026,2339.41,2342.8,0.550289147
-122.78,36.46,495.92,34.27,6.23,14.76,26.94,7.3094,2308.41,2312.8,0.585695967
-122.78,36.46,395.23,34.26,6.99,21.06,26.83,7.3249,2294.65,2297.3,0.59138647
-122.78,36.46,297.97,34.12,7.25,47.97,26.69,7.3541,2266.9,2280,0.650188892
-122.78,36.46,199.46,34.08,8.28,74.06,26.51,7.4149,2234.94,2267.8,0.773810716
-122.78,36.46,149.7,34.01,8.69,99.09,26.39,7.4612,2209.94,2255.9,0.860739886
-122.78,36.46,100.02,33.96,9.54,106.01,26.22,7.4671,2203.27,2251.5,0.88892614
-122.78,36.46,79.47,33.85,10.18,143.5,26.03,7.5169,2181.67,2246.3,1.007107509
-122.78,36.46,58.89,33.79,11.12,188.44,25.81,7.6159,2151.18,2248.1,1.263217111
-122.78,36.46,50.12,33.73,11.69,204.15,25.67,7.659,2133.59,2248.3,1.416056946
-122.78,36.46,39.55,33.73,12.59,222.04,25.49,7.7084,2116.46,2246.8,1.560381002
-122.78,36.46,30.24,33.63,14.51,251.68,25.02,7.833,2065.12,2245,2.033008151
-122.78,36.46,20.79,33.63,14.59,253.16,25,7.85,2057.8,2241.3,2.070069817
-122.78,36.46,11.05,33.63,14.59,253.75,25,7.8496,2057.97,2245,2.108338093
-122.78,36.46,3.7,33.63,14.59,253.26,25,7.8492,2056.63,2245,2.123461317
-122.42,36.62,2744.36,34.66,1.46,102.48,27.74,7.5054,2358.75,2431.1,0.58545702
-122.42,36.62,2466.47,34.64,1.62,90.57,27.71,7.4802,2365.58,2425.6,0.570716727
-122.42,36.62,1977.11,34.61,1.96,68.18,27.66,7.4308,2372.73,2415.1,0.559471721
-122.42,36.62,1483.19,34.53,2.88,34.69,27.52,7.3606,2374.58,2391.6,0.518155502
-122.42,36.62,990.62,34.42,4.09,12.57,27.32,7.3119,2356.1,2358.8,0.518347647
-122.42,36.62,743.51,34.35,5.15,8.81,27.14,7.3006,2337.19,2332.9,0.519197043
-122.42,36.62,496.14,34.25,6.71,19.33,26.87,7.3183,2300.93,2303.5,0.578538727
-122.42,36.62,197.97,34.13,9.13,61.48,26.41,7.406,2236.92,2265.4,0.754337347
-122.42,36.62,149.16,34.06,9.34,79.06,26.32,7.4414,2218.13,2260.1,0.841748821
-122.42,36.62,123.74,34.03,9.4,82.31,26.3,7.4467,2214.44,2255.6,0.840296608
-122.42,36.62,98.48,33.99,9.56,90.18,26.24,7.464,2207.71,2256,0.891189606
-122.42,36.62,79.83,33.88,9.84,117.72,26.09,7.522,2182.01,2248.2,1.016249852
-122.42,36.62,59.4,33.84,10.71,141.12,25.92,7.5503,2171.44,2245.3,1.081787729
-122.42,36.62,50.12,33.81,10.89,153.19,25.87,7.5748,2160.38,2243.6,1.154863674
-122.42,36.62,40.02,33.73,10.99,170.38,25.79,7.593,2149.85,2243,1.235077439
-122.42,36.62,30.03,33.79,12.1,185.8,25.63,7.6448,2137.91,2247.7,1.383447914
-122.42,36.62,19.95,33.79,13.08,247.98,25.44,7.7687,2097.74,2254.5,1.807308348
-122.42,36.62,15.11,33.78,13.12,248.88,25.43,7.786,2094.13,2256.3,1.860003984
-122.42,36.62,9.54,33.78,13.15,250,25.42,7.7879,2091.17,2254.7,1.873758147
-122.42,36.62,3.6,33.78,13.32,270.31,25.39,7.8313,2072.95,2258.2,2.079918597
-121.93,36.76,99.77,33.97,9.71,98.23,26.2,7.4648,2205.81,2253.2,0.885465603
-121.93,36.76,79.22,33.96,9.85,103.43,26.16,7.4704,2202.47,2252.3,0.905678684
-121.93,36.76,49.99,33.9,10.53,135.49,26,7.5095,2186.03,2246.3,0.984888714
-121.93,36.76,39.66,33.88,10.86,148.58,25.93,7.537,2176.44,2243.2,1.034685029
-121.93,36.76,29.85,33.87,10.95,152.89,25.9,7.5462,2173.83,2251.1,1.116728171
-121.93,36.76,19.94,33.86,11.25,167.46,25.84,7.5734,2164.63,2249.7,1.180199212
-121.93,36.76,15.24,33.85,11.66,184.16,25.76,7.6154,2146.69,2254.6,1.368828687
-121.93,36.76,9.83,33.84,12.72,233.01,25.55,7.7245,2112.51,2254.9,1.675959219
-121.93,36.76,5.13,33.83,13.25,264.13,25.43,7.8346,2076.36,2262.1,2.080743249
-121.93,36.76,3.79,33.83,13.61,262.26,25.36,7.8465,2069.67,2267.3,2.199436869
-121.85,36.8,276.52,34.16,7.65,47.27,26.67,7.3623,2271.17,2288.7,0.680005766
-121.85,36.8,245.05,34.12,8.09,56.85,26.57,7.3813,2257.86,2279,0.703527369
-121.85,36.8,198.9,34.1,8.36,62.31,26.51,7.3872,2255.3,2279,0.725888228
-121.85,36.8,148.96,34.01,9.38,89.68,26.28,7.4352,2224.61,2265,0.833355031
-121.85,36.79,123.95,33.99,9.62,96.84,26.22,7.4439,2218.66,2260.6,0.847746837
-121.85,36.79,98.9,33.96,9.84,104.22,26.17,7.4608,2212.65,2255.5,0.858072139
-121.85,36.79,79.07,33.96,9.93,107.13,26.15,7.4683,2205.56,2254,0.897318175
-121.85,36.79,59.51,33.94,10.1,112.58,26.11,7.4758,2201.06,2254.8,0.937298945
-121.85,36.79,49.63,33.93,10.19,116.83,26.08,7.481,2198.31,2252.9,0.94495558
-121.85,36.79,39.5,33.93,10.24,119.35,26.08,7.487,2199.82,2252.8,0.936502864
-121.85,36.79,29.99,33.92,10.32,119.75,26.05,7.4851,2198.8,2252.3,0.942129929
-121.85,36.79,19.6,33.88,10.84,143.3,25.93,7.5134,2188.99,2249.2,0.993371946
-121.85,36.79,10.03,33.82,12.66,241.7,25.55,7.6806,2130.98,2251.2,1.481999717
-121.85,36.79,4.93,33.8,13.28,269.33,25.45,7.8151,2083.81,2258.1,1.973687512
